 tempo     90  90_std        dia tipo_vento
249.54 -37.76    0.82 2006-09-06 meridional
250.54 -26.52    0.93 2006-09-07 meridional
251.54  -1.51    0.90 2006-09-08 meridional
252.54   4.29    1.24 2006-09-09 meridional
253.54 -27.69    0.17 2006-09-10 meridional
254.54 -13.35    0.20 2006-09-11 meridional
259.54    NaN    0.00 2006-09-16 meridional
260.54 -12.77    2.88 2006-09-17 meridional
261.54 -22.47    1.49 2006-09-18 meridional
262.54 -11.58    0.30 2006-09-19 meridional
263.54  26.90    0.43 2006-09-20 meridional
264.54  18.18    0.54 2006-09-21 meridional
265.54 -42.83    0.50 2006-09-22 meridional
266.54  35.91    0.17 2006-09-23 meridional
267.54 -20.73    0.53 2006-09-24 meridional
268.54  -3.31    0.22 2006-09-25 meridional
269.54  -8.81    0.13 2006-09-26 meridional
270.54  17.49    0.44 2006-09-27 meridional
271.54  12.53    0.09 2006-09-28 meridional
272.54  -3.05    0.87 2006-09-29 meridional
273.50 -25.31    0.02 2006-09-30 meridional
274.54   9.35    0.62 2006-10-01 meridional
275.54  48.52    0.03 2006-10-02 meridional
276.54  17.15    0.48 2006-10-03 meridional
277.54  17.64    0.09 2006-10-04 meridional
278.54  22.26    0.47 2006-10-05 meridional
279.54  40.17    0.04 2006-10-06 meridional
280.54 -41.30    0.20 2006-10-07 meridional
281.54  30.10    1.32 2006-10-08 meridional
282.54   8.13    1.21 2006-10-09 meridional
283.54  70.05    1.31 2006-10-10 meridional
284.54 -51.06    0.10 2006-10-11 meridional
285.54 -20.04    0.99 2006-10-12 meridional
286.54   1.27    0.79 2006-10-13 meridional
287.54 -38.64    0.11 2006-10-14 meridional
288.54  44.13    0.75 2006-10-15 meridional
289.54 -29.80    0.17 2006-10-16 meridional
290.54  50.94    0.28 2006-10-17 meridional
291.54 -12.14    0.15 2006-10-18 meridional
292.54  19.33    0.73 2006-10-19 meridional
293.54 -86.33    0.69 2006-10-20 meridional
294.54  -3.05    0.29 2006-10-21 meridional
295.54 -64.16    1.31 2006-10-22 meridional
296.54  -9.18    0.80 2006-10-23 meridional
297.54    NaN     NaN 2006-10-24 meridional
298.54   5.97    0.01 2006-10-25 meridional
299.54 -10.35    0.39 2006-10-26 meridional
300.54   9.90    0.24 2006-10-27 meridional
301.54   1.86    1.17 2006-10-28 meridional
302.54 -40.51    1.11 2006-10-29 meridional
303.54  -3.36    0.34 2006-10-30 meridional
304.50 -22.28    0.84 2006-10-31 meridional
305.54  -6.44    0.22 2006-11-01 meridional
306.54 -28.85    0.72 2006-11-02 meridional
307.54  -3.38    0.89 2006-11-03 meridional
308.54  10.20    0.97 2006-11-04 meridional
309.54 -46.75    1.02 2006-11-05 meridional
310.54  -5.11    0.10 2006-11-06 meridional
311.54  57.08    0.71 2006-11-07 meridional
312.54  39.38    0.94 2006-11-08 meridional
313.54  -3.34    0.72 2006-11-09 meridional
314.54  -5.86    0.16 2006-11-10 meridional
315.54 -27.94    1.62 2006-11-11 meridional
316.54 -44.82    1.81 2006-11-12 meridional
317.54  21.31    0.17 2006-11-13 meridional
318.54 -28.41    1.00 2006-11-14 meridional
319.54 -16.45    1.08 2006-11-15 meridional
320.54  26.83    0.17 2006-11-16 meridional
321.54 -30.28    0.74 2006-11-17 meridional
322.54  28.74    0.50 2006-11-18 meridional
323.54 -22.95    0.84 2006-11-19 meridional
324.54 -10.02    0.34 2006-11-20 meridional
325.54  16.31    0.20 2006-11-21 meridional
326.54  17.17    0.15 2006-11-22 meridional
327.54  -3.94    1.00 2006-11-23 meridional
328.54  11.79    0.36 2006-11-24 meridional
329.54 -32.91    0.61 2006-11-25 meridional
330.54  38.47    1.23 2006-11-26 meridional
331.54  -6.12    0.10 2006-11-27 meridional
332.54  -5.87    0.73 2006-11-28 meridional
333.54   6.86    0.38 2006-11-29 meridional
334.50  26.98    0.54 2006-11-30 meridional
335.54  22.49    1.17 2006-12-01 meridional
336.54   9.24    0.14 2006-12-02 meridional
337.54 -11.58    2.10 2006-12-03 meridional
338.54 -19.24    0.56 2006-12-04 meridional
339.54 -13.34    0.10 2006-12-05 meridional
340.54  -5.97    1.42 2006-12-06 meridional
341.54  39.12    0.76 2006-12-07 meridional
342.54 -27.65    0.32 2006-12-08 meridional
343.54   2.95    0.18 2006-12-09 meridional
344.54  37.26    0.17 2006-12-10 meridional
345.54 -24.87    0.69 2006-12-11 meridional
346.54   4.14    0.05 2006-12-12 meridional
347.54 -17.34    0.23 2006-12-13 meridional
348.54 -17.70    0.07 2006-12-14 meridional
349.54   7.63    0.20 2006-12-15 meridional
350.54  15.33    0.39 2006-12-16 meridional
351.54   8.93    1.54 2006-12-17 meridional
352.54  16.59    0.40 2006-12-18 meridional
353.54 -13.72    0.50 2006-12-19 meridional
354.54  14.26    0.72 2006-12-20 meridional
355.54 -43.84    0.46 2006-12-21 meridional
356.54   1.63    0.53 2006-12-22 meridional
357.54 -29.36    0.42 2006-12-23 meridional
358.54  -2.32    0.12 2006-12-24 meridional
359.54 -63.37    0.09 2006-12-25 meridional
360.54 -19.15    0.29 2006-12-26 meridional
361.54  43.65    0.20 2006-12-27 meridional
362.54 -29.50    0.18 2006-12-28 meridional
363.54 -47.95    0.38 2006-12-29 meridional
364.54 -38.15    0.32 2006-12-30 meridional
365.50 -27.80    0.28 2006-12-31 meridional
  1.50  -3.70    0.02 2005-01-01      zonal
  2.50   6.03    0.06 2005-01-02      zonal
  3.50  -5.26    0.06 2005-01-03      zonal
  4.50  33.09    0.18 2005-01-04      zonal
  5.50 -16.18    0.21 2005-01-05      zonal
  6.50    NaN    0.00 2005-01-06      zonal
  7.50  -7.33    0.07 2005-01-07      zonal
  8.50  -0.05    0.25 2005-01-08      zonal
  9.50  -9.43    0.07 2005-01-09      zonal
 10.50   7.46    0.46 2005-01-10      zonal
 11.50 -27.32    0.22 2005-01-11      zonal
 12.50 -32.84    0.18 2005-01-12      zonal
 13.50  -6.79    0.18 2005-01-13      zonal
 14.50  22.92    0.03 2005-01-14      zonal
 15.50   5.97    0.69 2005-01-15      zonal
 16.50  -3.65    0.05 2005-01-16      zonal
 17.50  36.31    0.27 2005-01-17      zonal
 18.50  48.98    0.19 2005-01-18      zonal
 19.50  38.34    0.38 2005-01-19      zonal
 20.50  14.82    0.17 2005-01-20      zonal
 21.50  10.84    0.19 2005-01-21      zonal
 22.50 -16.94    0.21 2005-01-22      zonal
 23.50 -49.52    0.16 2005-01-23      zonal
 27.50 -53.31    0.18 2005-01-27      zonal
 28.50 -23.66    0.02 2005-01-28      zonal
 29.50 -57.03    0.08 2005-01-29      zonal
 30.50  -4.64    0.34 2005-01-30      zonal
 31.50   4.09    0.14 2005-01-31      zonal
 32.54 -18.54    0.46 2005-02-01      zonal
 33.54 -12.35    0.10 2005-02-02      zonal
 34.54   9.84    0.04 2005-02-03      zonal
 35.54   3.63    0.03 2005-02-04      zonal
 36.54 -22.24    0.19 2005-02-05      zonal
 37.54  24.19    0.09 2005-02-06      zonal
 38.54  30.66    0.09 2005-02-07      zonal
 39.54  -0.28    0.06 2005-02-08      zonal
 40.54   6.42    0.27 2005-02-09      zonal
 41.54   2.97    0.07 2005-02-10      zonal
 42.54  23.60    1.00 2005-02-11      zonal
 43.54 -14.58    0.24 2005-02-12      zonal
 44.54  -8.12    0.10 2005-02-13      zonal
 45.54  11.07    0.29 2005-02-14      zonal
 46.54 -29.23    0.10 2005-02-15      zonal
 47.54 -39.04    0.57 2005-02-16      zonal
 48.54  32.90    0.42 2005-02-17      zonal
 49.54  12.07    0.32 2005-02-18      zonal
 50.54  -0.36    0.33 2005-02-19      zonal
 51.54  -1.53    0.21 2005-02-20      zonal
 52.54 -12.67    0.10 2005-02-21      zonal
 53.54 -38.38    0.05 2005-02-22      zonal
 54.54 -23.94    0.29 2005-02-23      zonal
 55.54 -25.99    0.29 2005-02-24      zonal
 56.54 -12.00    0.21 2005-02-25      zonal
 57.54 -10.43    0.30 2005-02-26      zonal
 58.54   7.49    0.23 2005-02-27      zonal
 59.50 -38.97    0.03 2005-02-28      zonal
 60.54 -30.03    0.31 2005-03-01      zonal
 61.54  -7.69    0.23 2005-03-02      zonal
 62.54 -34.94    0.14 2005-03-03      zonal
 63.54 -32.13    0.05 2005-03-04      zonal
 64.54   5.13    0.30 2005-03-05      zonal
 65.54   3.96    0.25 2005-03-06      zonal
 66.54 -15.88    0.11 2005-03-07      zonal
 67.54   5.56    0.26 2005-03-08      zonal
 68.54  -8.30    0.57 2005-03-09      zonal
 69.54  27.35    0.08 2005-03-10      zonal
 70.54   4.68    0.02 2005-03-11      zonal
 71.54 -40.94    0.02 2005-03-12      zonal
 72.54 -25.23    0.69 2005-03-13      zonal
 73.54 -33.02    0.07 2005-03-14      zonal
 74.54  10.81    0.02 2005-03-15      zonal
 75.54 -25.32    0.03 2005-03-16      zonal
 76.54 -25.33    0.22 2005-03-17      zonal
 77.54   2.70    0.17 2005-03-18      zonal
 78.54 -20.37    0.09 2005-03-19      zonal
 79.54 -38.50    0.19 2005-03-20      zonal
 80.54 -12.65    0.47 2005-03-21      zonal
 81.54  -1.63    0.53 2005-03-22      zonal
 82.54 -22.98    0.22 2005-03-23      zonal
 83.54 -50.49    0.28 2005-03-24      zonal
 84.54 -28.13    0.19 2005-03-25      zonal
 85.54 -38.18    0.49 2005-03-26      zonal
 86.54 -56.61    0.85 2005-03-27      zonal
 87.54 -48.04    0.13 2005-03-28      zonal
 88.54 -31.15    0.48 2005-03-29      zonal
 89.54  -9.20    0.16 2005-03-30      zonal
 90.50 -40.37    0.46 2005-03-31      zonal
 91.54  -9.37    0.19 2005-04-01      zonal
 92.54  -4.84    0.16 2005-04-02      zonal
 93.54 -17.90    0.39 2005-04-03      zonal
 94.54   1.32    0.02 2005-04-04      zonal
 95.54 -59.91    0.15 2005-04-05      zonal
 96.54 -72.76    0.12 2005-04-06      zonal
 97.54 -41.88    0.33 2005-04-07      zonal
 98.54  10.93    0.15 2005-04-08      zonal
 99.54 -25.58    0.01 2005-04-09      zonal
100.54 -43.59    0.57 2005-04-10      zonal
101.54 -25.39    0.08 2005-04-11      zonal
102.54 -15.39    0.34 2005-04-12      zonal
103.54  -0.18    0.15 2005-04-13      zonal
104.54 -16.01    0.17 2005-04-14      zonal
105.54  -8.85    0.49 2005-04-15      zonal
106.54  -3.58    0.52 2005-04-16      zonal
107.54 -22.36    0.08 2005-04-17      zonal
108.54 -19.20    0.50 2005-04-18      zonal
109.54   8.48    0.18 2005-04-19      zonal
110.54   8.26    0.17 2005-04-20      zonal
111.54  10.38    0.61 2005-04-21      zonal
112.54 -18.21    0.12 2005-04-22      zonal
113.54 -36.11    0.17 2005-04-23      zonal
114.54  -3.60    0.49 2005-04-24      zonal
115.54   7.46    0.07 2005-04-25      zonal
116.54 -15.18    0.12 2005-04-26      zonal
117.54  33.84    0.29 2005-04-27      zonal
118.54  22.99    0.36 2005-04-28      zonal
119.54  -8.26    0.39 2005-04-29      zonal
120.50  -6.33    0.09 2005-04-30      zonal
121.54   6.48    0.23 2005-05-01      zonal
122.54    NaN    0.00 2005-05-02      zonal
123.54   5.29    0.35 2005-05-03      zonal
124.54  36.76    0.39 2005-05-04      zonal
125.54   1.69    0.45 2005-05-05      zonal
126.54   1.30    0.13 2005-05-06      zonal
127.54   6.68    0.71 2005-05-07      zonal
128.54   4.41    0.19 2005-05-08      zonal
129.54 -30.00    0.58 2005-05-09      zonal
130.54 -67.55    0.11 2005-05-10      zonal
131.54 -48.43    0.17 2005-05-11      zonal
132.54 -19.45    0.31 2005-05-12      zonal
133.54   2.02    0.38 2005-05-13      zonal
134.54   3.76    0.08 2005-05-14      zonal
135.54   3.12    0.17 2005-05-15      zonal
136.54 -26.15    0.00 2005-05-16      zonal
137.54  -5.24    0.03 2005-05-17      zonal
138.54   9.63    0.14 2005-05-18      zonal
139.54  11.05    0.36 2005-05-19      zonal
140.54  21.04    0.12 2005-05-20      zonal
141.54  16.31    0.10 2005-05-21      zonal
142.54  13.48    0.35 2005-05-22      zonal
143.54   4.08    0.39 2005-05-23      zonal
144.54  12.79    0.10 2005-05-24      zonal
145.54  18.78    0.70 2005-05-25      zonal
146.54  32.48    0.16 2005-05-26      zonal
147.54 -15.70    0.22 2005-05-27      zonal
148.54  -7.90    0.26 2005-05-28      zonal
149.54  17.53    0.05 2005-05-29      zonal
150.54  12.82    0.13 2005-05-30      zonal
151.50  32.54    0.02 2005-05-31      zonal
152.54 -14.17    0.01 2005-06-01      zonal
153.54  -5.81    0.33 2005-06-02      zonal
154.54  15.71    0.06 2005-06-03      zonal
155.54 -17.45    0.20 2005-06-04      zonal
156.54   8.92    0.09 2005-06-05      zonal
157.54  -3.33    0.47 2005-06-06      zonal
158.54 -28.45    0.14 2005-06-07      zonal
159.54 -16.26    0.12 2005-06-08      zonal
160.54  -6.13    0.14 2005-06-09      zonal
161.54 -29.60    0.12 2005-06-10      zonal
162.54 -14.70    0.25 2005-06-11      zonal
163.54 -14.97    0.15 2005-06-12      zonal
164.54 -21.14    0.06 2005-06-13      zonal
165.54  -0.59    0.12 2005-06-14      zonal
166.54  17.55    0.08 2005-06-15      zonal
167.54  37.43    0.08 2005-06-16      zonal
168.54 -28.73    0.13 2005-06-17      zonal
169.54  -3.42    0.69 2005-06-18      zonal
170.54  10.77    0.36 2005-06-19      zonal
171.54  33.15    0.09 2005-06-20      zonal
172.54  24.60    0.18 2005-06-21      zonal
173.54  53.77    0.03 2005-06-22      zonal
174.54   0.97    0.42 2005-06-23      zonal
175.54  16.35    0.13 2005-06-24      zonal
176.54    NaN    0.00 2005-06-25      zonal
177.54 -18.04    0.64 2005-06-26      zonal
178.54 -32.42    0.41 2005-06-27      zonal
179.54  -1.08    0.43 2005-06-28      zonal
180.54 -24.06    0.03 2005-06-29      zonal
181.50  11.36    0.34 2005-06-30      zonal
182.54 -34.15    0.04 2005-07-01      zonal
183.54  30.96    0.24 2005-07-02      zonal
184.54 -10.09    0.48 2005-07-03      zonal
185.54  10.31    0.03 2005-07-04      zonal
186.54  24.24    0.47 2005-07-05      zonal
187.54  13.53    0.16 2005-07-06      zonal
188.54  31.50    0.01 2005-07-07      zonal
189.54  32.28    0.15 2005-07-08      zonal
190.54  14.31    0.31 2005-07-09      zonal
191.54 -34.62    0.42 2005-07-10      zonal
192.54  46.22    0.05 2005-07-11      zonal
193.54  31.23    0.76 2005-07-12      zonal
194.54  11.09    0.45 2005-07-13      zonal
195.54   3.68    0.33 2005-07-14      zonal
196.54   9.59    0.10 2005-07-15      zonal
198.54  32.37    0.03 2005-07-17      zonal
199.54  19.40    0.25 2005-07-18      zonal
200.54   8.35    0.34 2005-07-19      zonal
201.54  -0.18    0.00 2005-07-20      zonal
202.54   6.38    0.16 2005-07-21      zonal
203.54 -15.37    0.27 2005-07-22      zonal
204.54 -23.77    0.11 2005-07-23      zonal
205.54 -22.51    0.39 2005-07-24      zonal
206.54  -2.48    0.43 2005-07-25      zonal
207.54  15.72    0.59 2005-07-26      zonal
208.54  -7.21    0.45 2005-07-27      zonal
209.54 -33.06    0.07 2005-07-28      zonal
210.54  22.23    0.33 2005-07-29      zonal
211.54  -7.99    0.45 2005-07-30      zonal
212.50 -33.51    0.03 2005-07-31      zonal
213.54 -39.51    0.02 2005-08-01      zonal
214.54  -4.13    0.51 2005-08-02      zonal
215.54  31.15    0.37 2005-08-03      zonal
216.54 -16.74    0.05 2005-08-04      zonal
217.54 -11.97    0.14 2005-08-05      zonal
218.54  18.65    0.20 2005-08-06      zonal
219.54  27.97    0.74 2005-08-07      zonal
220.54  -2.93    0.36 2005-08-08      zonal
221.54  26.94    0.81 2005-08-09      zonal
222.54 -18.55    1.07 2005-08-10      zonal
223.54  -0.97    1.40 2005-08-11      zonal
224.54 -12.81    0.21 2005-08-12      zonal
225.54 -21.57    0.14 2005-08-13      zonal
226.54  15.45    0.29 2005-08-14      zonal
227.54  45.72    0.80 2005-08-15      zonal
228.54 -15.26    0.32 2005-08-16      zonal
229.54 -45.28    0.03 2005-08-17      zonal
230.54 -81.54    0.07 2005-08-18      zonal
231.54 -22.27    0.06 2005-08-19      zonal
232.54    NaN    0.00 2005-08-20      zonal
233.54   8.00    0.22 2005-08-21      zonal
234.54 -16.84    0.64 2005-08-22      zonal
235.54 -25.92    0.13 2005-08-23      zonal
236.54 -20.41    0.24 2005-08-24      zonal
237.54  -6.81    0.39 2005-08-25      zonal
238.54   9.20    0.11 2005-08-26      zonal
239.54  -0.57    0.60 2005-08-27      zonal
240.54  -5.69    0.25 2005-08-28      zonal
241.54 -14.64    0.32 2005-08-29      zonal
242.54 -20.10    0.26 2005-08-30      zonal
243.50   5.69    0.00 2005-08-31      zonal
244.54  17.17    0.24 2005-09-01      zonal
245.54  16.66    0.33 2005-09-02      zonal
246.54 -22.38    0.43 2005-09-03      zonal
247.54 -63.39    0.20 2005-09-04      zonal
248.54  -2.87    0.17 2005-09-05      zonal
249.54  33.05    0.10 2005-09-06      zonal
250.54 -21.17    0.06 2005-09-07      zonal
251.54 -47.18    0.15 2005-09-08      zonal
252.54  -4.23    0.28 2005-09-09      zonal
253.54 -12.92    0.20 2005-09-10      zonal
254.54 -20.42    0.36 2005-09-11      zonal
255.54 -25.70    0.19 2005-09-12      zonal
256.54 -19.22    0.07 2005-09-13      zonal
257.54 -62.35    0.99 2005-09-14      zonal
258.54  -5.13    0.19 2005-09-15      zonal
259.54 -23.91    0.41 2005-09-16      zonal
260.54 -36.75    0.16 2005-09-17      zonal
261.54 -47.27    0.02 2005-09-18      zonal
262.54 -40.15    0.37 2005-09-19      zonal
263.54 -56.14    0.40 2005-09-20      zonal
264.54 -10.13    0.10 2005-09-21      zonal
265.54 -26.62    0.04 2005-09-22      zonal
266.54 -36.01    0.10 2005-09-23      zonal
267.54 -30.18    0.02 2005-09-24      zonal
268.54 -28.27    0.59 2005-09-25      zonal
269.54 -12.90    0.47 2005-09-26      zonal
270.54  -4.51    0.38 2005-09-27      zonal
271.54 -22.00    0.06 2005-09-28      zonal
272.54 -51.08    0.42 2005-09-29      zonal
273.50 -26.73    0.23 2005-09-30      zonal
274.54 -10.54    0.29 2005-10-01      zonal
275.54 -19.58    0.27 2005-10-02      zonal
276.54  -8.73    0.34 2005-10-03      zonal
277.54 -19.99    0.51 2005-10-04      zonal
278.54  10.11    0.58 2005-10-05      zonal
279.54 -42.81    0.14 2005-10-06      zonal
280.54  12.74    0.13 2005-10-07      zonal
281.54   8.87    0.11 2005-10-08      zonal
282.54  17.49    0.22 2005-10-09      zonal
283.54 -42.33    0.27 2005-10-10      zonal
284.54 -28.79    0.08 2005-10-11      zonal
285.54 -37.96    0.15 2005-10-12      zonal
286.54 -19.80    0.25 2005-10-13      zonal
287.54 -36.45    0.48 2005-10-14      zonal
288.54  30.23    0.65 2005-10-15      zonal
289.54  11.74    0.20 2005-10-16      zonal
290.54 -18.87    0.55 2005-10-17      zonal
291.54 -19.14    0.11 2005-10-18      zonal
292.54  -0.32    0.67 2005-10-19      zonal
293.54  -8.80    0.07 2005-10-20      zonal
294.54   2.87    0.50 2005-10-21      zonal
295.54 -23.05    0.07 2005-10-22      zonal
296.54   0.92    0.31 2005-10-23      zonal
297.54 -28.47    0.09 2005-10-24      zonal
298.54  -5.45    0.25 2005-10-25      zonal
300.54 -36.17    0.49 2005-10-27      zonal
301.54 -64.88    0.45 2005-10-28      zonal
302.54 -46.69    0.07 2005-10-29      zonal
303.54 -25.01    0.12 2005-10-30      zonal
304.50 -62.02    0.52 2005-10-31      zonal
305.54 -44.85    0.25 2005-11-01      zonal
306.54   0.71    0.32 2005-11-02      zonal
307.54  14.60    0.12 2005-11-03      zonal
308.54  -6.48    0.27 2005-11-04      zonal
309.54   5.47    0.77 2005-11-05      zonal
310.54 -20.33    0.03 2005-11-06      zonal
311.54 -24.60    0.08 2005-11-07      zonal
312.54   1.34    0.42 2005-11-08      zonal
313.54    NaN     NaN 2005-11-09      zonal
314.54 -12.81    0.04 2005-11-10      zonal
315.54 -67.22    0.89 2005-11-11      zonal
316.54 -24.44    0.31 2005-11-12      zonal
317.54 -44.32    0.08 2005-11-13      zonal
318.54 -48.16    0.55 2005-11-14      zonal
319.54 -16.51    0.19 2005-11-15      zonal
320.54 -23.45    0.90 2005-11-16      zonal
321.54   2.52    0.41 2005-11-17      zonal
322.54  15.14    0.09 2005-11-18      zonal
323.54 -21.54    0.16 2005-11-19      zonal
324.54 -40.70    0.08 2005-11-20      zonal
325.54   7.47    0.34 2005-11-21      zonal
326.54 -27.65    0.03 2005-11-22      zonal
327.54  13.94    0.79 2005-11-23      zonal
328.54  -3.34    0.39 2005-11-24      zonal
329.54  -0.10    0.65 2005-11-25      zonal
330.54   8.11    0.28 2005-11-26      zonal
331.54 -15.90    0.51 2005-11-27      zonal
332.54 -30.78    0.20 2005-11-28      zonal
333.54 -27.14    0.27 2005-11-29      zonal
334.50   2.24    0.21 2005-11-30      zonal
335.54 -37.56    0.15 2005-12-01      zonal
336.54   1.67    0.03 2005-12-02      zonal
337.54 -20.37    0.18 2005-12-03      zonal
338.54 -18.16    0.21 2005-12-04      zonal
339.54 -34.10    0.20 2005-12-05      zonal
340.54   5.55    0.12 2005-12-06      zonal
341.54 -14.48    0.19 2005-12-07      zonal
342.54 -15.65    0.15 2005-12-08      zonal
343.54   3.52    0.15 2005-12-09      zonal
344.54   5.51    0.42 2005-12-10      zonal
345.54 -16.25    0.48 2005-12-11      zonal
346.54 -14.56    0.39 2005-12-12      zonal
347.54  31.25    0.22 2005-12-13      zonal
348.54  20.22    0.30 2005-12-14      zonal
349.54 -23.64    0.06 2005-12-15      zonal
350.54  -1.22    0.60 2005-12-16      zonal
351.54  28.77    0.36 2005-12-17      zonal
352.54  28.57    0.14 2005-12-18      zonal
353.54  53.32    0.57 2005-12-19      zonal
354.54   6.57    0.06 2005-12-20      zonal
355.54   1.70    0.15 2005-12-21      zonal
356.54 -10.54    0.00 2005-12-22      zonal
357.54 -20.18    0.38 2005-12-23      zonal
358.54  -1.41    0.11 2005-12-24      zonal
359.54 -21.82    0.23 2005-12-25      zonal
360.54  -7.25    0.31 2005-12-26      zonal
361.54  24.84    0.36 2005-12-27      zonal
362.54 -26.62    0.33 2005-12-28      zonal
363.54 -10.80    0.02 2005-12-29      zonal
364.54 -25.41    0.03 2005-12-30      zonal
365.50   4.86    0.42 2005-12-31      zonal
  1.54  -9.39    0.32 2006-01-01      zonal
  2.54 -24.50    0.08 2006-01-02      zonal
  3.54 -18.74    0.03 2006-01-03      zonal
  4.54   4.31    0.04 2006-01-04      zonal
  5.54 -19.60    0.63 2006-01-05      zonal
  6.54 -12.14    0.11 2006-01-06      zonal
  7.54 -30.36    0.52 2006-01-07      zonal
  8.54 -31.84    0.02 2006-01-08      zonal
  9.54  25.03    0.15 2006-01-09      zonal
 10.54  26.19    0.07 2006-01-10      zonal
 11.54  27.78    0.13 2006-01-11      zonal
 12.54 -14.78    0.20 2006-01-12      zonal
 13.54  14.78    0.03 2006-01-13      zonal
 14.54  15.97    0.62 2006-01-14      zonal
 15.54 -57.15    0.34 2006-01-15      zonal
 16.54 -36.63    0.19 2006-01-16      zonal
 17.54 -30.81    0.27 2006-01-17      zonal
 18.54  17.66    0.04 2006-01-18      zonal
 19.54 -57.78    0.28 2006-01-19      zonal
 20.54  15.91    0.55 2006-01-20      zonal
 21.54 -13.08    0.41 2006-01-21      zonal
 22.54  10.86    0.43 2006-01-22      zonal
 23.54 -48.95    0.09 2006-01-23      zonal
 24.54 -54.47    0.29 2006-01-24      zonal
 25.54 -31.24    0.17 2006-01-25      zonal
 26.54  24.25    0.24 2006-01-26      zonal
 27.54 -69.81    0.51 2006-01-27      zonal
 28.54  27.29    0.16 2006-01-28      zonal
 29.54    NaN    0.00 2006-01-29      zonal
 30.54  21.91    0.16 2006-01-30      zonal
 31.50 -52.74    0.04 2006-01-31      zonal
 32.54  58.64    0.94 2006-02-01      zonal
 33.54  33.79    0.15 2006-02-02      zonal
 34.54  39.22    0.25 2006-02-03      zonal
 35.54  -4.95    0.15 2006-02-04      zonal
 36.54  29.13    0.10 2006-02-05      zonal
 37.54 -33.03    0.21 2006-02-06      zonal
 38.54  37.55    0.35 2006-02-07      zonal
 39.54 -17.74    0.30 2006-02-08      zonal
 40.54  58.94    0.18 2006-02-09      zonal
 41.54  -1.19    0.07 2006-02-10      zonal
 42.54   2.33    0.14 2006-02-11      zonal
 43.54  34.57    0.33 2006-02-12      zonal
 44.54 -44.87    0.58 2006-02-13      zonal
 45.54  -8.72    0.27 2006-02-14      zonal
 46.54  38.45    0.43 2006-02-15      zonal
 47.54    NaN    0.00 2006-02-16      zonal
 48.54  38.25    0.27 2006-02-17      zonal
 49.54  -8.75    0.16 2006-02-18      zonal
 50.54   5.52    0.01 2006-02-19      zonal
 51.54   9.96    0.22 2006-02-20      zonal
 52.54  12.72    0.09 2006-02-21      zonal
 53.54  -5.75    0.50 2006-02-22      zonal
 54.54 -21.00    0.05 2006-02-23      zonal
 55.54 -21.03    0.03 2006-02-24      zonal
 56.54 -24.77    0.60 2006-02-25      zonal
 57.54 -15.17    0.31 2006-02-26      zonal
 58.54   3.02    0.47 2006-02-27      zonal
 59.50 -15.03    0.20 2006-02-28      zonal
 60.54 -29.45    0.38 2006-03-01      zonal
 61.54   9.60    0.49 2006-03-02      zonal
 62.54  10.09    0.06 2006-03-03      zonal
 63.54 -31.55    0.28 2006-03-04      zonal
 64.54   2.91    0.86 2006-03-05      zonal
 65.54 -19.13    0.30 2006-03-06      zonal
 66.54 -14.12    0.16 2006-03-07      zonal
 67.54 -23.44    0.53 2006-03-08      zonal
 68.54 -27.41    0.13 2006-03-09      zonal
 69.54 -44.48    0.01 2006-03-10      zonal
 70.54   5.08    0.13 2006-03-11      zonal
 71.54 -24.01    0.52 2006-03-12      zonal
 72.54 -16.40    0.44 2006-03-13      zonal
 73.54 -49.41    0.12 2006-03-14      zonal
 74.54 -58.18    0.49 2006-03-15      zonal
 75.54 -23.74    0.33 2006-03-16      zonal
 76.54 -47.06    0.23 2006-03-17      zonal
 77.54 -31.22    0.28 2006-03-18      zonal
 78.54 -49.90    0.12 2006-03-19      zonal
 79.54 -43.24    0.13 2006-03-20      zonal
 80.54   3.29    0.35 2006-03-21      zonal
 81.54 -30.68    0.44 2006-03-22      zonal
 82.54 -43.49    0.21 2006-03-23      zonal
 83.54 -26.94    0.74 2006-03-24      zonal
 84.54 -22.92    0.29 2006-03-25      zonal
 85.54 -56.28    0.26 2006-03-26      zonal
 86.54 -27.68    0.18 2006-03-27      zonal
 87.54   5.56    0.40 2006-03-28      zonal
 88.54 -28.05    0.48 2006-03-29      zonal
 89.54 -52.93    0.15 2006-03-30      zonal
 90.50 -25.69    0.04 2006-03-31      zonal
 91.54 -19.48    0.13 2006-04-01      zonal
 92.54 -20.60    0.09 2006-04-02      zonal
 93.54  -4.58    0.08 2006-04-03      zonal
 94.54 -20.75    0.33 2006-04-04      zonal
 95.54 -22.72    0.40 2006-04-05      zonal
 96.54 -16.95    0.16 2006-04-06      zonal
 97.54   1.20    0.04 2006-04-07      zonal
 98.54  60.25    0.16 2006-04-08      zonal
 99.54 -30.93    0.71 2006-04-09      zonal
100.54 -37.90    0.22 2006-04-10      zonal
101.54 -37.47    0.02 2006-04-11      zonal
102.54 -38.71    0.06 2006-04-12      zonal
103.54 -11.04    0.20 2006-04-13      zonal
104.54    NaN     NaN 2006-04-14      zonal
105.54  -9.90    0.49 2006-04-15      zonal
106.54 -19.77    0.59 2006-04-16      zonal
107.54 -32.17    0.25 2006-04-17      zonal
108.54 -23.00    0.04 2006-04-18      zonal
109.54 -11.03    0.52 2006-04-19      zonal
110.54 -19.17    0.11 2006-04-20      zonal
