nalts;nvec;ascending;alt_retrieved;ut_date;UT_time;lat;lon;data_ok;u;var_u;v;var_v
0;387;b'F';70.0;b'2006356';7.152777777777778;-15.528645;315.25183;b'?';;;;
0;403;b'F';70.0;b'2006356';7.1525;-15.528645;315.256;b'?';;;;
0;522;b'F';70.0;b'2006356';8.80722222222222;-13.927234;324.38278;b'?';;;;
0;1030;b'T';70.0;b'2006356';17.545277777777777;-10.3300295;331.45898;b'';;;;
0;1031;b'T';70.0;b'2006356';17.58111111111111;-3.0471745;333.40985;b'';;;;
0;1202;b'T';70.0;b'2006356';20.81722222222222;-11.781018;315.7575;b'T';;;;
0;1203;b'T';70.0;b'2006356';20.853333333333335;-4.3303995;317.14145;b'T';;;;
1;387;b'F';72.5;b'2006356';7.152777777777778;-15.528645;315.25183;b'?';;;;
1;403;b'F';72.5;b'2006356';7.1525;-15.528645;315.256;b'?';;;;
1;522;b'F';72.5;b'2006356';8.80722222222222;-13.927234;324.38278;b'?';;;;
1;1030;b'T';72.5;b'2006356';17.545277777777777;-10.3300295;331.45898;b'';;;;
1;1031;b'T';72.5;b'2006356';17.58111111111111;-3.0471745;333.40985;b'';;;;
1;1202;b'T';72.5;b'2006356';20.81722222222222;-11.781018;315.7575;b'T';;;;
1;1203;b'T';72.5;b'2006356';20.853333333333335;-4.3303995;317.14145;b'T';;;;
2;387;b'F';75.0;b'2006356';7.152777777777778;-15.528645;315.25183;b'?';;;;
2;403;b'F';75.0;b'2006356';7.1525;-15.528645;315.256;b'?';;;;
2;522;b'F';75.0;b'2006356';8.80722222222222;-13.927234;324.38278;b'?';;;;
2;1030;b'T';75.0;b'2006356';17.545277777777777;-10.3300295;331.45898;b'';;;;
2;1031;b'T';75.0;b'2006356';17.58111111111111;-3.0471745;333.40985;b'';;;;
2;1202;b'T';75.0;b'2006356';20.81722222222222;-11.781018;315.7575;b'T';;;;
2;1203;b'T';75.0;b'2006356';20.853333333333335;-4.3303995;317.14145;b'T';;;;
3;387;b'F';77.5;b'2006356';7.152777777777778;-15.528645;315.25183;b'?';;;;
3;403;b'F';77.5;b'2006356';7.1525;-15.528645;315.256;b'?';;;;
3;522;b'F';77.5;b'2006356';8.80722222222222;-13.927234;324.38278;b'?';;;;
3;1030;b'T';77.5;b'2006356';17.545277777777777;-10.3300295;331.45898;b'';;;;
3;1031;b'T';77.5;b'2006356';17.58111111111111;-3.0471745;333.40985;b'';;;;
3;1202;b'T';77.5;b'2006356';20.81722222222222;-11.781018;315.7575;b'T';;;;
3;1203;b'T';77.5;b'2006356';20.853333333333335;-4.3303995;317.14145;b'T';;;;
