nalts;nvec;ascending;alt_retrieved;ut_date;UT_time;lat;lon;data_ok;u;var_u;v;var_v
0;229;b'T';70.0;b'2006282';8.778333333333334;-10.330272;322.56262;b'T';;;;
0;230;b'T';70.0;b'2006282';8.814166666666667;-3.0473976;324.51346;b'T';;;;
0;614;b'F';70.0;b'2006282';22.620555555555555;0.6311956;330.85223;b'T';;;;
0;615;b'F';70.0;b'2006282';22.65638888888889;-6.7020993;332.63535;b'T';;;;
0;897;b'T';70.0;b'2006282';10.43222222222222;-11.780906;331.19855;b'T';;;;
0;898;b'T';70.0;b'2006282';10.468055555555557;-4.330067;332.58652;b'T';;;;
0;1190;b'F';70.0;b'2006282';20.966944444444444;-0.6308157;322.84442;b'T';;;;
0;1191;b'F';70.0;b'2006282';21.003055555555555;-8.0475645;324.34448;b'T';;;;
0;1192;b'F';70.0;b'2006282';21.038888888888888;-15.528542;325.62912;b'T';;;;
1;229;b'T';72.5;b'2006282';8.778333333333334;-10.330272;322.56262;b'T';;;;
1;230;b'T';72.5;b'2006282';8.814166666666667;-3.0473976;324.51346;b'T';;;;
1;614;b'F';72.5;b'2006282';22.620555555555555;0.6311956;330.85223;b'T';;;;
1;615;b'F';72.5;b'2006282';22.65638888888889;-6.7020993;332.63535;b'T';;;;
1;897;b'T';72.5;b'2006282';10.43222222222222;-11.780906;331.19855;b'T';;;;
1;898;b'T';72.5;b'2006282';10.468055555555557;-4.330067;332.58652;b'T';;;;
1;1190;b'F';72.5;b'2006282';20.966944444444444;-0.6308157;322.84442;b'T';;;;
1;1191;b'F';72.5;b'2006282';21.003055555555555;-8.0475645;324.34448;b'T';;;;
1;1192;b'F';72.5;b'2006282';21.038888888888888;-15.528542;325.62912;b'T';;;;
2;229;b'T';75.0;b'2006282';8.778333333333334;-10.330272;322.56262;b'T';;;;
2;230;b'T';75.0;b'2006282';8.814166666666667;-3.0473976;324.51346;b'T';;;;
2;614;b'F';75.0;b'2006282';22.620555555555555;0.6311956;330.85223;b'T';;;;
2;615;b'F';75.0;b'2006282';22.65638888888889;-6.7020993;332.63535;b'T';;;;
2;897;b'T';75.0;b'2006282';10.43222222222222;-11.780906;331.19855;b'T';;;;
2;898;b'T';75.0;b'2006282';10.468055555555557;-4.330067;332.58652;b'T';;;;
2;1190;b'F';75.0;b'2006282';20.966944444444444;-0.6308157;322.84442;b'T';;;;
2;1191;b'F';75.0;b'2006282';21.003055555555555;-8.0475645;324.34448;b'T';;;;
2;1192;b'F';75.0;b'2006282';21.038888888888888;-15.528542;325.62912;b'T';;;;
3;229;b'T';77.5;b'2006282';8.778333333333334;-10.330272;322.56262;b'T';;;;
3;230;b'T';77.5;b'2006282';8.814166666666667;-3.0473976;324.51346;b'T';;;;
3;614;b'F';77.5;b'2006282';22.620555555555555;0.6311956;330.85223;b'T';;;;
3;615;b'F';77.5;b'2006282';22.65638888888889;-6.7020993;332.63535;b'T';;;;
3;897;b'T';77.5;b'2006282';10.43222222222222;-11.780906;331.19855;b'T';;;;
3;898;b'T';77.5;b'2006282';10.468055555555557;-4.330067;332.58652;b'T';;;;
3;1190;b'F';77.5;b'2006282';20.966944444444444;-0.6308157;322.84442;b'T';;;;
3;1191;b'F';77.5;b'2006282';21.003055555555555;-8.0475645;324.34448;b'T';;;;
3;1192;b'F';77.5;b'2006282';21.038888888888888;-15.528542;325.62912;b'T';;;;
4;229;b'T';80.0;b'2006282';8.778333333333334;-10.330272;322.56262;b'T';;;;
4;230;b'T';80.0;b'2006282';8.814166666666667;-3.0473976;324.51346;b'T';;;;
4;614;b'F';80.0;b'2006282';22.620555555555555;0.6311956;330.85223;b'T';;;;
4;615;b'F';80.0;b'2006282';22.65638888888889;-6.7020993;332.63535;b'T';;;;
4;897;b'T';80.0;b'2006282';10.43222222222222;-11.780906;331.19855;b'T';;;;
4;898;b'T';80.0;b'2006282';10.468055555555557;-4.330067;332.58652;b'T';;;;
4;1190;b'F';80.0;b'2006282';20.966944444444444;-0.6308157;322.84442;b'T';;;;
