nalts;nvec;ascending;alt_retrieved;ut_date;UT_time;lat;lon;data_ok;u;var_u;v;var_v
0;67;b'F';70.0;b'2005142';1.0825;-0.6293881;317.86078;b'T';;;;
0;68;b'F';70.0;b'2005142';1.1183333333333332;-8.045984;319.36423;b'T';;;;
0;69;b'F';70.0;b'2005142';1.1544444444444444;-15.527145;320.6439;b'T';;;;
0;115;b'F';70.0;b'2005142';2.736388888888889;0.62943333;325.8645;b'T';;;;
0;116;b'F';70.0;b'2005142';2.7719444444444443;-6.7041845;327.65115;b'T';;;;
0;117;b'F';70.0;b'2005142';2.8074999999999997;-13.929569;329.79608;b'T';;;;
0;487;b'T';70.0;b'2005142';13.202499999999999;-3.0491743;314.44165;b'T';;;;
0;1079;b'T';70.0;b'2005142';14.821111111111112;-11.7795315;321.11923;b'T';;;;
0;1080;b'T';70.0;b'2005142';14.857222222222221;-4.328704;322.50226;b'T';;;;
1;67;b'F';72.5;b'2005142';1.0825;-0.6293881;317.86078;b'T';;;;
1;68;b'F';72.5;b'2005142';1.1183333333333332;-8.045984;319.36423;b'T';;;;
1;69;b'F';72.5;b'2005142';1.1544444444444444;-15.527145;320.6439;b'T';;;;
1;115;b'F';72.5;b'2005142';2.736388888888889;0.62943333;325.8645;b'T';;;;
1;116;b'F';72.5;b'2005142';2.7719444444444443;-6.7041845;327.65115;b'T';;;;
1;117;b'F';72.5;b'2005142';2.8074999999999997;-13.929569;329.79608;b'T';;;;
1;487;b'T';72.5;b'2005142';13.202499999999999;-3.0491743;314.44165;b'T';;;;
1;1079;b'T';72.5;b'2005142';14.821111111111112;-11.7795315;321.11923;b'T';;;;
1;1080;b'T';72.5;b'2005142';14.857222222222221;-4.328704;322.50226;b'T';;;;
2;67;b'F';75.0;b'2005142';1.0825;-0.6293881;317.86078;b'T';;;;
2;68;b'F';75.0;b'2005142';1.1183333333333332;-8.045984;319.36423;b'T';;;;
2;69;b'F';75.0;b'2005142';1.1544444444444444;-15.527145;320.6439;b'T';;;;
2;115;b'F';75.0;b'2005142';2.736388888888889;0.62943333;325.8645;b'T';;;;
2;116;b'F';75.0;b'2005142';2.7719444444444443;-6.7041845;327.65115;b'T';;;;
2;117;b'F';75.0;b'2005142';2.8074999999999997;-13.929569;329.79608;b'T';;;;
2;487;b'T';75.0;b'2005142';13.202499999999999;-3.0491743;314.44165;b'T';;;;
2;1079;b'T';75.0;b'2005142';14.821111111111112;-11.7795315;321.11923;b'T';;;;
2;1080;b'T';75.0;b'2005142';14.857222222222221;-4.328704;322.50226;b'T';;;;
3;67;b'F';77.5;b'2005142';1.0825;-0.6293881;317.86078;b'T';;;;
3;68;b'F';77.5;b'2005142';1.1183333333333332;-8.045984;319.36423;b'T';;;;
3;69;b'F';77.5;b'2005142';1.1544444444444444;-15.527145;320.6439;b'T';;;;
3;115;b'F';77.5;b'2005142';2.736388888888889;0.62943333;325.8645;b'T';;;;
3;116;b'F';77.5;b'2005142';2.7719444444444443;-6.7041845;327.65115;b'T';;;;
3;117;b'F';77.5;b'2005142';2.8074999999999997;-13.929569;329.79608;b'T';;;;
3;487;b'T';77.5;b'2005142';13.202499999999999;-3.0491743;314.44165;b'T';;;;
3;1079;b'T';77.5;b'2005142';14.821111111111112;-11.7795315;321.11923;b'T';;;;
3;1080;b'T';77.5;b'2005142';14.857222222222221;-4.328704;322.50226;b'T';;;;
4;67;b'F';80.0;b'2005142';1.0825;-0.6293881;317.86078;b'T';;;;
4;68;b'F';80.0;b'2005142';1.1183333333333332;-8.045984;319.36423;b'T';;;;
4;69;b'F';80.0;b'2005142';1.1544444444444444;-15.527145;320.6439;b'T';;;;
4;115;b'F';80.0;b'2005142';2.736388888888889;0.62943333;325.8645;b'T';;;;
4;116;b'F';80.0;b'2005142';2.7719444444444443;-6.7041845;327.65115;b'T';;;;
4;117;b'F';80.0;b'2005142';2.8074999999999997;-13.929569;329.79608;b'T';;;;
4;487;b'T';80.0;b'2005142';13.202499999999999;-3.0491743;314.44165;b'T';-12.23862;643.6839;15.664522;569.2369
4;1079;b'T';80.0;b'2005142';14.821111111111112;-11.7795315;321.11923;b'T';;;;
4;1080;b'T';80.0;b'2005142';14.857222222222221;-4.328704;322.50226;b'T';;;;
5;67;b'F';82.5;b'2005142';1.0825;-0.6293881;317.86078;b'T';;;;
5;68;b'F';82.5;b'2005142';1.1183333333333332;-8.045984;319.36423;b'T';;;;
5;69;b'F';82.5;b'2005142';1.1544444444444444;-15.527145;320.6439;b'T';;;;
5;115;b'F';82.5;b'2005142';2.736388888888889;0.62943333;325.8645;b'T';;;;
5;116;b'F';82.5;b'2005142';2.7719444444444443;-6.7041845;327.65115;b'T';;;;
5;117;b'F';82.5;b'2005142';2.8074999999999997;-13.929569;329.79608;b'T';;;;
5;487;b'T';82.5;b'2005142';13.202499999999999;-3.0491743;314.44165;b'T';-12.609483;424.39502;-5.9766636;343.11584
5;1079;b'T';82.5;b'2005142';14.821111111111112;-11.7795315;321.11923;b'T';0.65325165;509.8291;-94.834335;764.0156
5;1080;b'T';82.5;b'2005142';14.857222222222221;-4.328704;322.50226;b'T';-31.72565;757.82355;-59.501297;570.69495
6;67;b'F';85.0;b'2005142';1.0825;-0.6293881;317.86078;b'T';;;;
6;68;b'F';85.0;b'2005142';1.1183333333333332;-8.045984;319.36423;b'T';;;;
6;69;b'F';85.0;b'2005142';1.1544444444444444;-15.527145;320.6439;b'T';;;;
6;115;b'F';85.0;b'2005142';2.736388888888889;0.62943333;325.8645;b'T';;;;
6;116;b'F';85.0;b'2005142';2.7719444444444443;-6.7041845;327.65115;b'T';;;;
6;117;b'F';85.0;b'2005142';2.8074999999999997;-13.929569;329.79608;b'T';;;;
6;487;b'T';85.0;b'2005142';13.202499999999999;-3.0491743;314.44165;b'T';-16.549221;296.76706;-4.938656;241.1748
6;1079;b'T';85.0;b'2005142';14.821111111111112;-11.7795315;321.11923;b'T';-3.0889168;555.5596;-92.90273;668.918
6;1080;b'T';85.0;b'2005142';14.857222222222221;-4.328704;322.50226;b'T';-64.62433;884.87286;-76.91069;588.2274
7;67;b'F';87.5;b'2005142';1.0825;-0.6293881;317.86078;b'T';;;;
7;68;b'F';87.5;b'2005142';1.1183333333333332;-8.045984;319.36423;b'T';;;;
7;69;b'F';87.5;b'2005142';1.1544444444444444;-15.527145;320.6439;b'T';;;;
7;115;b'F';87.5;b'2005142';2.736388888888889;0.62943333;325.8645;b'T';;;;
7;116;b'F';87.5;b'2005142';2.7719444444444443;-6.7041845;327.65115;b'T';;;;
7;117;b'F';87.5;b'2005142';2.8074999999999997;-13.929569;329.79608;b'T';;;;
7;487;b'T';87.5;b'2005142';13.202499999999999;-3.0491743;314.44165;b'T';-17.358725;273.65894;7.880526;199.83101
7;1079;b'T';87.5;b'2005142';14.821111111111112;-11.7795315;321.11923;b'T';1.1981964;420.4403;-79.84866;541.08386
7;1080;b'T';87.5;b'2005142';14.857222222222221;-4.328704;322.50226;b'T';-53.44381;658.1431;-65.940544;476.54214
8;67;b'F';90.0;b'2005142';1.0825;-0.6293881;317.86078;b'T';;;;
8;68;b'F';90.0;b'2005142';1.1183333333333332;-8.045984;319.36423;b'T';;;;
8;69;b'F';90.0;b'2005142';1.1544444444444444;-15.527145;320.6439;b'T';;;;
8;115;b'F';90.0;b'2005142';2.736388888888889;0.62943333;325.8645;b'T';;;;
8;116;b'F';90.0;b'2005142';2.7719444444444443;-6.7041845;327.65115;b'T';;;;
8;117;b'F';90.0;b'2005142';2.8074999999999997;-13.929569;329.79608;b'T';;;;
8;487;b'T';90.0;b'2005142';13.202499999999999;-3.0491743;314.44165;b'T';-19.546953;249.81134;26.8757;174.39029
8;1079;b'T';90.0;b'2005142';14.821111111111112;-11.7795315;321.11923;b'T';-22.27353;331.06052;-26.944635;450.05786
8;1080;b'T';90.0;b'2005142';14.857222222222221;-4.328704;322.50226;b'T';-52.96621;527.2592;-42.407127;451.05276
9;67;b'F';92.5;b'2005142';1.0825;-0.6293881;317.86078;b'T';;;;
9;68;b'F';92.5;b'2005142';1.1183333333333332;-8.045984;319.36423;b'T';;;;
9;69;b'F';92.5;b'2005142';1.1544444444444444;-15.527145;320.6439;b'T';;;;
9;115;b'F';92.5;b'2005142';2.736388888888889;0.62943333;325.8645;b'T';;;;
9;116;b'F';92.5;b'2005142';2.7719444444444443;-6.7041845;327.65115;b'T';;;;
9;117;b'F';92.5;b'2005142';2.8074999999999997;-13.929569;329.79608;b'T';;;;
9;487;b'T';92.5;b'2005142';13.202499999999999;-3.0491743;314.44165;b'T';-38.094112;170.83322;47.057335;140.68686
9;1079;b'T';92.5;b'2005142';14.821111111111112;-11.7795315;321.11923;b'T';-56.467052;322.75403;17.223085;454.9016
9;1080;b'T';92.5;b'2005142';14.857222222222221;-4.328704;322.50226;b'T';-77.581856;442.83908;1.7784095;357.9906
10;67;b'F';95.0;b'2005142';1.0825;-0.6293881;317.86078;b'T';;;;
10;68;b'F';95.0;b'2005142';1.1183333333333332;-8.045984;319.36423;b'T';;;;
10;69;b'F';95.0;b'2005142';1.1544444444444444;-15.527145;320.6439;b'T';;;;
10;115;b'F';95.0;b'2005142';2.736388888888889;0.62943333;325.8645;b'T';;;;
10;116;b'F';95.0;b'2005142';2.7719444444444443;-6.7041845;327.65115;b'T';;;;
10;117;b'F';95.0;b'2005142';2.8074999999999997;-13.929569;329.79608;b'T';;;;
10;487;b'T';95.0;b'2005142';13.202499999999999;-3.0491743;314.44165;b'T';-47.23752;221.92798;50.35178;161.10213
10;1079;b'T';95.0;b'2005142';14.821111111111112;-11.7795315;321.11923;b'T';-69.79313;333.6019;3.6871643;421.74567
10;1080;b'T';95.0;b'2005142';14.857222222222221;-4.328704;322.50226;b'T';-94.17072;466.94693;17.495586;378.43753
11;67;b'F';97.5;b'2005142';1.0825;-0.6293881;317.86078;b'T';;;;
11;68;b'F';97.5;b'2005142';1.1183333333333332;-8.045984;319.36423;b'T';;;;
11;69;b'F';97.5;b'2005142';1.1544444444444444;-15.527145;320.6439;b'T';;;;
11;115;b'F';97.5;b'2005142';2.736388888888889;0.62943333;325.8645;b'T';;;;
11;116;b'F';97.5;b'2005142';2.7719444444444443;-6.7041845;327.65115;b'T';;;;
11;117;b'F';97.5;b'2005142';2.8074999999999997;-13.929569;329.79608;b'T';;;;
11;487;b'T';97.5;b'2005142';13.202499999999999;-3.0491743;314.44165;b'T';-68.041;193.26633;41.758198;156.52744
11;1079;b'T';97.5;b'2005142';14.821111111111112;-11.7795315;321.11923;b'T';-74.90938;383.98923;-14.178419;472.76166
11;1080;b'T';97.5;b'2005142';14.857222222222221;-4.328704;322.50226;b'T';-77.30227;563.38947;-26.292957;413.4158
12;67;b'F';100.0;b'2005142';1.0825;-0.6293881;317.86078;b'T';;;;
12;68;b'F';100.0;b'2005142';1.1183333333333332;-8.045984;319.36423;b'T';;;;
12;69;b'F';100.0;b'2005142';1.1544444444444444;-15.527145;320.6439;b'T';;;;
12;115;b'F';100.0;b'2005142';2.736388888888889;0.62943333;325.8645;b'T';;;;
12;116;b'F';100.0;b'2005142';2.7719444444444443;-6.7041845;327.65115;b'T';;;;
12;117;b'F';100.0;b'2005142';2.8074999999999997;-13.929569;329.79608;b'T';;;;
12;487;b'T';100.0;b'2005142';13.202499999999999;-3.0491743;314.44165;b'T';-82.49684;199.832;28.474855;180.25528
12;1079;b'T';100.0;b'2005142';14.821111111111112;-11.7795315;321.11923;b'T';-40.256615;421.14435;-51.094803;459.46442
12;1080;b'T';100.0;b'2005142';14.857222222222221;-4.328704;322.50226;b'T';-36.02627;726.1893;-72.036896;474.65482
