nalts;nvec;ascending;alt_retrieved;ut_date;UT_time;lat;lon;data_ok;u;var_u;v;var_v
0;283;b'F';70.0;b'2005097';9.722777777777777;-0.63079816;321.1884;b'T';;;;
0;284;b'F';70.0;b'2005097';9.758611111111112;-8.0471735;322.6924;b'T';;;;
0;285;b'F';70.0;b'2005097';9.794722222222221;-15.52818;323.97275;b'T';;;;
0;905;b'F';70.0;b'2005097';11.376666666666667;0.630852;329.19196;b'T';;;;
0;906;b'F';70.0;b'2005097';11.412777777777778;-6.702678;330.97086;b'T';;;;
0;907;b'F';70.0;b'2005097';11.448888888888888;-13.92785;333.108;b'T';;;;
0;1228;b'T';70.0;b'2005097';21.8075;-10.330542;315.80988;b'T';;;;
0;1229;b'T';70.0;b'2005097';21.84333333333333;-3.0476246;317.76062;b'T';;;;
0;1272;b'T';70.0;b'2005097';23.461944444444445;-11.780803;324.43738;b'T';;;;
0;1273;b'T';70.0;b'2005097';23.497777777777777;-4.3297286;325.8253;b'T';;;;
1;283;b'F';72.5;b'2005097';9.722777777777777;-0.63079816;321.1884;b'T';;;;
1;284;b'F';72.5;b'2005097';9.758611111111112;-8.0471735;322.6924;b'T';;;;
1;285;b'F';72.5;b'2005097';9.794722222222221;-15.52818;323.97275;b'T';;;;
1;905;b'F';72.5;b'2005097';11.376666666666667;0.630852;329.19196;b'T';;;;
1;906;b'F';72.5;b'2005097';11.412777777777778;-6.702678;330.97086;b'T';;;;
1;907;b'F';72.5;b'2005097';11.448888888888888;-13.92785;333.108;b'T';;;;
1;1228;b'T';72.5;b'2005097';21.8075;-10.330542;315.80988;b'T';;;;
1;1229;b'T';72.5;b'2005097';21.84333333333333;-3.0476246;317.76062;b'T';;;;
1;1272;b'T';72.5;b'2005097';23.461944444444445;-11.780803;324.43738;b'T';;;;
1;1273;b'T';72.5;b'2005097';23.497777777777777;-4.3297286;325.8253;b'T';;;;
2;283;b'F';75.0;b'2005097';9.722777777777777;-0.63079816;321.1884;b'T';;;;
2;284;b'F';75.0;b'2005097';9.758611111111112;-8.0471735;322.6924;b'T';;;;
2;285;b'F';75.0;b'2005097';9.794722222222221;-15.52818;323.97275;b'T';;;;
2;905;b'F';75.0;b'2005097';11.376666666666667;0.630852;329.19196;b'T';;;;
2;906;b'F';75.0;b'2005097';11.412777777777778;-6.702678;330.97086;b'T';;;;
2;907;b'F';75.0;b'2005097';11.448888888888888;-13.92785;333.108;b'T';;;;
2;1228;b'T';75.0;b'2005097';21.8075;-10.330542;315.80988;b'T';;;;
2;1229;b'T';75.0;b'2005097';21.84333333333333;-3.0476246;317.76062;b'T';;;;
2;1272;b'T';75.0;b'2005097';23.461944444444445;-11.780803;324.43738;b'T';;;;
2;1273;b'T';75.0;b'2005097';23.497777777777777;-4.3297286;325.8253;b'T';;;;
3;283;b'F';77.5;b'2005097';9.722777777777777;-0.63079816;321.1884;b'T';;;;
3;284;b'F';77.5;b'2005097';9.758611111111112;-8.0471735;322.6924;b'T';;;;
3;285;b'F';77.5;b'2005097';9.794722222222221;-15.52818;323.97275;b'T';;;;
3;905;b'F';77.5;b'2005097';11.376666666666667;0.630852;329.19196;b'T';;;;
3;906;b'F';77.5;b'2005097';11.412777777777778;-6.702678;330.97086;b'T';;;;
3;907;b'F';77.5;b'2005097';11.448888888888888;-13.92785;333.108;b'T';;;;
3;1228;b'T';77.5;b'2005097';21.8075;-10.330542;315.80988;b'T';;;;
3;1229;b'T';77.5;b'2005097';21.84333333333333;-3.0476246;317.76062;b'T';;;;
3;1272;b'T';77.5;b'2005097';23.461944444444445;-11.780803;324.43738;b'T';;;;
3;1273;b'T';77.5;b'2005097';23.497777777777777;-4.3297286;325.8253;b'T';;;;
4;283;b'F';80.0;b'2005097';9.722777777777777;-0.63079816;321.1884;b'T';;;;
4;284;b'F';80.0;b'2005097';9.758611111111112;-8.0471735;322.6924;b'T';;;;
4;285;b'F';80.0;b'2005097';9.794722222222221;-15.52818;323.97275;b'T';-121.94347;664.30634;1.0097427;730.00653
4;905;b'F';80.0;b'2005097';11.376666666666667;0.630852;329.19196;b'T';;;;
