nalts;nvec;ascending;alt_retrieved;ut_date;UT_time;lat;lon;data_ok;u;var_u;v;var_v
0;262;b'T';70.0;b'2005046';9.384444444444446;-11.78107;327.2204;b'T';;;;
0;263;b'T';70.0;b'2005046';9.420555555555556;-4.330468;328.60428;b'T';;;;
0;553;b'F';70.0;b'2005046';19.921666666666667;-0.63136595;318.8289;b'T';;;;
0;554;b'F';70.0;b'2005046';19.95777777777778;-8.047674;320.329;b'T';;;;
0;555;b'F';70.0;b'2005046';19.993333333333332;-15.528621;321.61798;b'T';;;;
1;262;b'T';72.5;b'2005046';9.384444444444446;-11.78107;327.2204;b'T';;;;
1;263;b'T';72.5;b'2005046';9.420555555555556;-4.330468;328.60428;b'T';;;;
1;553;b'F';72.5;b'2005046';19.921666666666667;-0.63136595;318.8289;b'T';;;;
1;554;b'F';72.5;b'2005046';19.95777777777778;-8.047674;320.329;b'T';;;;
1;555;b'F';72.5;b'2005046';19.993333333333332;-15.528621;321.61798;b'T';;;;
2;262;b'T';75.0;b'2005046';9.384444444444446;-11.78107;327.2204;b'T';;;;
2;263;b'T';75.0;b'2005046';9.420555555555556;-4.330468;328.60428;b'T';;;;
2;553;b'F';75.0;b'2005046';19.921666666666667;-0.63136595;318.8289;b'T';;;;
2;554;b'F';75.0;b'2005046';19.95777777777778;-8.047674;320.329;b'T';;;;
2;555;b'F';75.0;b'2005046';19.993333333333332;-15.528621;321.61798;b'T';;;;
3;262;b'T';77.5;b'2005046';9.384444444444446;-11.78107;327.2204;b'T';;;;
3;263;b'T';77.5;b'2005046';9.420555555555556;-4.330468;328.60428;b'T';;;;
3;553;b'F';77.5;b'2005046';19.921666666666667;-0.63136595;318.8289;b'T';;;;
3;554;b'F';77.5;b'2005046';19.95777777777778;-8.047674;320.329;b'T';;;;
3;555;b'F';77.5;b'2005046';19.993333333333332;-15.528621;321.61798;b'T';;;;
4;262;b'T';80.0;b'2005046';9.384444444444446;-11.78107;327.2204;b'T';;;;
4;263;b'T';80.0;b'2005046';9.420555555555556;-4.330468;328.60428;b'T';;;;
4;553;b'F';80.0;b'2005046';19.921666666666667;-0.63136595;318.8289;b'T';;;;
4;554;b'F';80.0;b'2005046';19.95777777777778;-8.047674;320.329;b'T';;;;
4;555;b'F';80.0;b'2005046';19.993333333333332;-15.528621;321.61798;b'T';;;;
5;262;b'T';82.5;b'2005046';9.384444444444446;-11.78107;327.2204;b'T';;;;
5;263;b'T';82.5;b'2005046';9.420555555555556;-4.330468;328.60428;b'T';;;;
