nalts;nvec;ascending;alt_retrieved;ut_date;UT_time;lat;lon;data_ok;u;var_u;v;var_v
0;15;b'F';70.0;b'2006035';0.6794444444444444;-6.7023683;314.9073;b'T';;;;
0;16;b'F';70.0;b'2006035';0.7155555555555555;-13.927556;317.04456;b'T';;;;
0;250;b'T';70.0;b'2006035';9.453611111111112;-10.330373;324.121;b'T';;;;
0;251;b'T';70.0;b'2006035';9.49;-3.047488;326.06342;b'T';;;;
0;635;b'F';70.0;b'2006035';23.29888888888889;0.6311073;332.36456;b'T';;;;
0;924;b'T';70.0;b'2006035';11.1075;-11.780836;332.75687;b'T';;;;
0;1217;b'F';70.0;b'2006035';21.64333333333333;-0.63073033;324.38593;b'T';;;;
0;1218;b'F';70.0;b'2006035';21.679444444444446;-8.047489;325.886;b'T';;;;
0;1219;b'F';70.0;b'2006035';21.71527777777778;-15.528475;327.17065;b'T';;;;
1;15;b'F';72.5;b'2006035';0.6794444444444444;-6.7023683;314.9073;b'T';;;;
1;16;b'F';72.5;b'2006035';0.7155555555555555;-13.927556;317.04456;b'T';;;;
1;250;b'T';72.5;b'2006035';9.453611111111112;-10.330373;324.121;b'T';;;;
1;251;b'T';72.5;b'2006035';9.49;-3.047488;326.06342;b'T';;;;
1;635;b'F';72.5;b'2006035';23.29888888888889;0.6311073;332.36456;b'T';;;;
1;924;b'T';72.5;b'2006035';11.1075;-11.780836;332.75687;b'T';;;;
1;1217;b'F';72.5;b'2006035';21.64333333333333;-0.63073033;324.38593;b'T';;;;
1;1218;b'F';72.5;b'2006035';21.679444444444446;-8.047489;325.886;b'T';;;;
1;1219;b'F';72.5;b'2006035';21.71527777777778;-15.528475;327.17065;b'T';;;;
2;15;b'F';75.0;b'2006035';0.6794444444444444;-6.7023683;314.9073;b'T';;;;
2;16;b'F';75.0;b'2006035';0.7155555555555555;-13.927556;317.04456;b'T';;;;
2;250;b'T';75.0;b'2006035';9.453611111111112;-10.330373;324.121;b'T';;;;
2;251;b'T';75.0;b'2006035';9.49;-3.047488;326.06342;b'T';;;;
2;635;b'F';75.0;b'2006035';23.29888888888889;0.6311073;332.36456;b'T';;;;
2;924;b'T';75.0;b'2006035';11.1075;-11.780836;332.75687;b'T';;;;
2;1217;b'F';75.0;b'2006035';21.64333333333333;-0.63073033;324.38593;b'T';;;;
2;1218;b'F';75.0;b'2006035';21.679444444444446;-8.047489;325.886;b'T';;;;
2;1219;b'F';75.0;b'2006035';21.71527777777778;-15.528475;327.17065;b'T';;;;
3;15;b'F';77.5;b'2006035';0.6794444444444444;-6.7023683;314.9073;b'T';;;;
3;16;b'F';77.5;b'2006035';0.7155555555555555;-13.927556;317.04456;b'T';;;;
3;250;b'T';77.5;b'2006035';9.453611111111112;-10.330373;324.121;b'T';;;;
3;251;b'T';77.5;b'2006035';9.49;-3.047488;326.06342;b'T';;;;
3;635;b'F';77.5;b'2006035';23.29888888888889;0.6311073;332.36456;b'T';;;;
3;924;b'T';77.5;b'2006035';11.1075;-11.780836;332.75687;b'T';;;;
3;1217;b'F';77.5;b'2006035';21.64333333333333;-0.63073033;324.38593;b'T';;;;
3;1218;b'F';77.5;b'2006035';21.679444444444446;-8.047489;325.886;b'T';;;;
3;1219;b'F';77.5;b'2006035';21.71527777777778;-15.528475;327.17065;b'T';;;;
4;15;b'F';80.0;b'2006035';0.6794444444444444;-6.7023683;314.9073;b'T';;;;
4;16;b'F';80.0;b'2006035';0.7155555555555555;-13.927556;317.04456;b'T';;;;
4;250;b'T';80.0;b'2006035';9.453611111111112;-10.330373;324.121;b'T';;;;
4;251;b'T';80.0;b'2006035';9.49;-3.047488;326.06342;b'T';;;;
4;635;b'F';80.0;b'2006035';23.29888888888889;0.6311073;332.36456;b'T';;;;
4;924;b'T';80.0;b'2006035';11.1075;-11.780836;332.75687;b'T';;;;
