tempo_decorrido;70.0km;72.5km;75.0km;77.5km;80.0km;82.5km;85.0km;87.5km;90.0km;92.5km;95.0km;97.5km;100.0km;std_70.0km;std_72.5km;std_75.0km;std_77.5km;std_80.0km;std_82.5km;std_85.0km;std_87.5km;std_90.0km;std_92.5km;std_95.0km;std_97.5km;std_100.0km
3.766388888888889;;;;;;-66.35792;-40.76117;-37.523327;-38.17371;-32.695477;-35.472355;-48.63343;-60.30735;;;;;;25.021642631929662;24.00700314491586;22.64084362385819;20.419962046977464;17.50970987766502;16.044442339950617;16.53576668921039;17.520450907439567
3.802222222222222;;;;;;-75.88397;-44.745335;-35.25916;-32.688553;-18.36157;-16.712025;-34.717888;-53.025337;;;;;;21.575366277308017;20.406694979834437;18.76559564735423;16.498630246174983;14.071163775608612;13.004377339957497;13.605615017337511;14.981987852084249
15.991944444444444;;;;;;10.31045;1.2022629;-47.022903;-81.45615;-77.29793;-51.868984;-21.462078;-30.335169;;;;;;21.715768464413134;20.272358027619777;18.524701077210395;16.27197744590374;14.578513298687216;12.038144375276449;11.634688221005323;8.26263517287312
15.955833333333334;;;;;;34.84464;21.255726;-19.983555;-64.11639;-75.71728;-61.31159;-55.506023;-54.30218;;;;;;24.407529575932095;23.02496471224223;20.91130794570249;17.87003357579386;16.43747760454748;16.318561211087207;14.26817577688192;9.736537885716873
14.37361111111111;;;;;;-7.1722775;-7.368867;-12.76607;-10.08361;12.032162;33.843567;-18.931187;-67.7184;;;;;;20.703007027965768;17.47798129075552;13.250261506853365;11.666351614793719;13.34684232318641;12.35913306021098;11.207298514807215;11.641450940497066
3.8025;;;;;;;;;;;;;;;;;;;;;;;;;;
3.7666666666666666;;;;;;;;;;;;;;;;;;;;;;;;;;
16.028333333333332;;;;;;169.94928;49.129887;-67.87511;-81.99359;-50.34482;-12.063154;;;;;;;;20.932565537936338;19.587562380245277;17.26766457862788;12.603741904688464;10.384758061697923;9.975044360803615;;
15.992777777777778;;;;;;126.53425;38.05626;-43.011818;-71.78299;-68.3732;-48.37449;-31.474556;-36.09312;;;;;;19.300440927605774;18.48632467528362;16.309858981609867;12.366233056189747;10.829775620944323;11.29708413706829;12.064916079277136;11.644111387306461
15.956111111111111;;;;;;83.11922;38.65197;-8.955582;-54.246994;-82.28631;-83.64991;-84.97646;-96.909065;;;;;;22.286610778671573;20.443392575597624;20.793093084002678;16.74425991198178;15.072343878773466;16.271670780838704;16.72154598115856;14.992080576090832
14.373055555555556;;;;;;;-19.535143;-21.61227;-14.442573;19.472534;37.686546;33.133987;22.749975;;;;;;;20.054872225970428;12.688309580081974;10.936594991129551;10.45684130127258;10.727321380475184;11.377850851544856;10.913004169338524
3.801944444444445;;;;;;;;;;;;;;;;;;;;;;;;;;
3.765833333333333;;;;;;;;;;;;;;;;;;;;;;;;;;
16.02777777777778;;;;;62.37468;54.99427;54.646786;13.78425;61.67508;20.24205;0.71286774;70.48961;54.679367;;;;;21.700972328446483;18.955361510664996;17.57083378784285;17.02282526492004;16.52712013630929;15.827431250837895;12.744363459977121;16.46312121075466;17.37973014750229
15.991666666666667;;;;;103.33209;56.76113;35.850525;-51.193848;-36.87683;-0.58247423;11.770138;-13.285858;65.08776;;;;;21.459935694218657;19.87146496864285;18.32609014492726;18.138928303513413;12.497318912470785;11.885242530129538;17.49014436761458;15.862450630340824;14.537725406678996
15.955833333333334;;;;;63.68619;32.964733;-25.759365;-152.05022;-194.57547;-146.78065;-31.942972;34.361015;52.1081;;;;;23.33266529996091;22.981322851393912;22.983615903508305;18.40972025860252;14.275330118774837;18.267953908415688;18.67591229364713;18.904806267190363;12.823970134088741
14.37361111111111;;;;;-75.068665;-59.5812;-30.270329;-70.49174;-78.37872;-24.58887;-1.9199104;-35.526283;-87.680046;;;;;21.272833614730313;16.505144652501535;14.249584906234988;12.366674977535393;12.245226416853223;11.472571638477573;10.467720382203568;10.003036538971553;12.089140167935849
16.028333333333332;;;;;;-27.016914;-27.381577;-73.21027;-68.131485;-31.335567;-13.6968355;6.97472;-6.3681583;;;;;;22.011186701311676;20.042252867379954;17.87484125803639;16.9010748178925;16.24634297311244;11.975713339922596;10.40243913704858;9.806448643622216
