tempo_decorrido;70.0km;72.5km;75.0km;77.5km;80.0km;82.5km;85.0km;87.5km;90.0km;92.5km;95.0km;97.5km;100.0km;std_70.0km;std_72.5km;std_75.0km;std_77.5km;std_80.0km;std_82.5km;std_85.0km;std_87.5km;std_90.0km;std_92.5km;std_95.0km;std_97.5km;std_100.0km
19.941944444444445;;;;;;;;;;;;;;;;;;;;;;;;;;
19.90611111111111;;;;;;;;;;;;;;;;;;;;;;;;;;
6.060833333333333;;;;;;;;;;;;;;;;;;;;;;;;;;
18.32333333333333;;;;;;-11.562838;15.196223;17.722845;-8.118088;-24.203747;-40.16324;-57.40258;-6.989687;;;;;;20.692723358707525;16.77462279754749;13.719862244206391;15.18540911533173;16.25060614254127;16.192694957912348;17.394039208878425;18.664442665132007
19.977777777777774;;;;;;;;;;;;;;;;;;;;;;;;;;
19.941666666666663;;;;;;;;-54.944954;-44.417503;-78.711586;-27.644283;;;;;;;;;;20.830394379367856;17.44143543404613;15.878253367420486;17.538266733061167;;
19.90583333333333;;;;;;;;;;;;;;;;;;;;;;;;;;
7.750833333333333;;;;;;;;;;;;;;;;;;;;;;;;;;
19.97805555555556;;;;;;;;;;;;;;;;;;;;;;;;;;
18.2875;;;;;;-148.26181;-41.265324;20.360828;21.031647;-21.133251;-58.188297;-56.858673;-15.566125;;;;;;21.089596961535324;18.82705685974311;16.847188489478;16.101548372749747;15.415285920150817;16.993688828503362;18.330488264091603;19.665821620262907
6.0969444444444445;;;;;;;;;;;;;;;;;;;;;;;;;;
18.251666666666665;;;;;;-43.90222;-28.205803;-58.408585;-67.23157;-83.3173;-42.337402;29.777287;64.08377;;;;;;27.371220287009493;25.037441961989646;22.534507316557864;19.39934921588866;19.194120974923546;21.772066048035036;23.717754952777465;24.575612911990618
19.977777777777774;;;;;;;;;;;;;;;;;;;;;;;;;;
19.941666666666663;;;;;;;;;;;;;;;;;;;;;;;;;;
19.90583333333333;;;;;;;;;;;;;;;;;;;;;;;;;;
18.32333333333333;;;;;-31.738216;-21.59161;-6.368676;9.028725;-4.721483;-13.2642;-37.67152;-36.293964;-8.779576;;;;;0.7104678740097965;0.7102292869207802;0.7099543858586972;0.7098935624443992;0.709889005408592;0.7098896111368302;0.7100024929533698;0.7100650674410057;0.7101241722403202
18.2875;;;;;-49.377678;-39.087166;-19.712341;0.80611134;-1.5849934;-9.475161;-51.179314;-27.725344;-2.2591343;;;;;0.7248764998260049;0.724772998945187;0.7246009246474917;0.7244845754051635;0.7243808390618846;0.7243783541768762;0.7244496531850919;0.7244588325087906;0.7245308551055641
18.251388888888886;;;;;-44.502544;-41.91569;-43.66305;-42.66398;-32.550552;-16.312601;9.881778;47.380573;66.24657;;;;;0.9145769131133805;0.9144358370055277;0.9142868258921814;0.9140841864948764;0.9139339144599022;0.9140231944540577;0.9141511144225554;0.9142460117495729;0.9143367924348227
18.251666666666665;;;;;;-49.00062;-37.42903;-66.57384;-71.672264;-81.52451;-46.088326;15.094746;44.749207;;;;;;26.821373939453586;24.71382467365179;22.35261103316568;19.37661373924763;19.182624950720378;21.699537552676095;24.117445967597813;25.169927890242356
