tempo_decorrido;70.0km;72.5km;75.0km;77.5km;80.0km;82.5km;85.0km;87.5km;90.0km;92.5km;95.0km;97.5km;100.0km;std_70.0km;std_72.5km;std_75.0km;std_77.5km;std_80.0km;std_82.5km;std_85.0km;std_87.5km;std_90.0km;std_92.5km;std_95.0km;std_97.5km;std_100.0km
1.3283333333333334;;;;;;-434.02652;-278.3811;-128.15645;-34.52097;-5.814041;-20.116638;-56.745834;-71.40437;;;;;;0.8153300865293761;0.8153192319576424;0.8153139701979846;0.8153096344334464;0.8153049122874214;0.8152982276443387;0.8152935054322462;0.815294265894223
13.518611111111111;;;;;;;-53.21448;-52.577187;-56.548843;-57.709507;-37.897537;-17.933094;-9.495878;;;;;;;20.01885711023484;20.337889025166795;18.28564901774066;15.903398693361115;18.303187700507255;17.22850312708565;15.603978979734624
15.209166666666668;;;;;;-21.69749;8.382177;21.099583;23.44065;-19.886333;-37.43915;-8.976179;11.953894;;;;;;26.34104212061474;24.555743930901382;23.84478769039473;23.411027316202933;20.511086026829492;21.323177999538437;21.031968524130118;16.97858121281045
15.173333333333334;;;;;;-92.59871;-64.07991;-31.660471;-24.466278;-13.593991;-22.238598;-25.652142;-31.793621;;;;;;27.911512857600535;25.962596172185865;24.345436122608277;22.70833107033628;21.26252101703841;21.97750213286305;22.05425015728261;16.457621334810202
13.590833333333334;;;;;;57.369434;50.4466;38.968086;27.633852;18.98902;-36.59045;-51.624672;-22.765968;;;;;;21.733264365943743;19.398085988055627;18.248455551087055;15.439553102340753;16.048888746576818;16.37088268848079;15.211899947080903;16.079660444176053
13.555277777777778;;;;;;48.43905;25.304459;3.852542;-17.330639;-19.732027;-51.427193;-85.52994;-56.44866;;;;;;20.331316484674574;16.051563163754487;14.187979771623583;13.67498555757921;14.50922396270731;13.892138784218938;13.191743630013434;11.641710355441763
13.518888888888888;;;;;;-16.479284;-42.2564;-46.85604;-61.51972;-73.35499;-57.97632;-40.554024;-18.421509;;;;;;23.81300275059825;21.170882598512517;19.505683787040127;17.591117644993453;15.065317122450493;15.994881368737937;16.13088280287226;15.456309067820817
3.0188888888888887;;;;;;;;;;;;;;;;;;;;;;;;;;
15.245833333333334;;;;;;11.79059;45.17695;66.73493;69.51196;45.690224;14.747536;-11.941223;-49.64338;;;;;;23.729616516075435;22.06847344063472;20.031065872788698;18.61740234296933;15.227489287469552;14.165400806189707;13.742924725108553;13.693662402732148
15.21;;;;;;-14.541576;19.147654;44.786217;56.856567;43.611515;19.948809;11.070683;6.1547184;;;;;;26.27738571471675;25.009440217645814;24.68143350780096;22.32124839698712;16.201885692721078;14.4281197666224;13.884703813909752;14.099358141419062
