tempo_decorrido;70.0km;72.5km;75.0km;77.5km;80.0km;82.5km;85.0km;87.5km;90.0km;92.5km;95.0km;97.5km;100.0km;std_70.0km;std_72.5km;std_75.0km;std_77.5km;std_80.0km;std_82.5km;std_85.0km;std_87.5km;std_90.0km;std_92.5km;std_95.0km;std_97.5km;std_100.0km
5.985;;;;;-135.11403;-157.26772;-220.61081;-253.77309;-241.74614;-217.97565;-142.06917;-78.299126;-37.5431;;;;;27.516629517439085;25.01056896593918;23.5364835946239;22.190940493814136;22.211395723817088;24.103406398266614;23.51285286816553;21.3781393016324;22.719581862349493
19.72277777777777;;;;;;-10.537243;10.013985;-50.111362;-103.60995;-85.16102;-35.242405;21.685211;39.827446;;;;;;24.700441291604488;15.940733985610574;11.572000691323865;12.022422384860715;13.408738941451578;15.331111179559034;15.154499991751624;15.5001499992742
18.068055555555556;;;;;-0.26266712;3.04136;-33.309994;-80.885414;-63.630013;-31.167454;-14.083333;6.5003443;2.0625606;;;;;29.47379174792412;24.31886510509896;16.813648027718433;14.77143053329636;15.607705148419482;16.409687992158776;19.6174860774769;19.25153500373412;19.662064998366777
19.758333333333333;;;;;;;;;;;;;;;;;;;;;;;;;;
19.72222222222222;;;;;;25.278866;22.371712;-56.908295;-102.875565;-97.873184;-47.824318;;;;;;;;24.259938169748082;15.933032668013958;11.049904524474409;11.584162895954114;12.978962208127427;13.739702689650894;;
7.640277777777778;;;;;;;;;;;;;;;;;;;;;;;;;;
6.0575;;;;;;;;;;;;;;;;;;;;;;;;;;
6.02138888888889;;;;;;;;;;;;;;;;;;;;;;;;;;
5.985555555555555;;;;;;;;;;;;;;;;;;;;;;;;;;
19.758888888888887;;;;;;-18.887999;-6.3332114;-36.54622;-36.37584;-48.398815;-37.177658;33.465256;54.51738;;;;;;22.339763427574606;13.922888708885093;10.680078651395785;11.104113922326265;12.055611556449552;12.525385423211535;13.373006393477871;14.210092892025724
18.104444444444443;;;;;9.210763;8.109677;-8.047207;-51.401413;-74.0269;-25.867767;6.102766;-1.7591887;14.896765;;;;;28.23363596846853;20.687240028578003;14.95584567986712;12.547965173684537;12.942780226829164;15.058235952461365;14.866158212530902;14.096236022428114;14.923238589528749
6.021111111111111;;;;;-176.90944;-182.68413;-198.64047;-227.23369;-238.44576;-215.37805;-185.41573;-166.07181;-153.2969;;;;;29.004385875243077;28.42866862869241;27.683364138052298;24.691484362022468;21.782625186143196;22.873775377055708;23.531509301360167;19.90729388942656;21.75420189296771
18.06833333333333;;;;;51.761715;53.92119;20.608747;-55.28785;-67.824196;-50.035828;-32.59445;2.031826;-5.340101;;;;;29.505887548080977;23.892174451062424;16.167549288621327;15.515345307146728;16.158297558839546;17.083300910538338;18.447376507243515;18.092363582462077;18.211199026972388
7.641111111111111;;;;;;;;;;;;;;;;;;;;;;;;;;
19.758333333333333;;;;;160.9863;153.38742;20.379951;21.281855;5.354942;0.6664055;80.60219;-99.786575;-64.90657;;;;;22.582999800735063;17.022753596289878;9.854224271854177;7.750828084791973;10.178685082072242;8.239047578452258;12.253460735645257;16.990940232959446;11.966709238550088
19.72222222222222;;;;;97.51404;164.88342;62.263714;31.079735;-34.423325;-32.500122;86.00919;-64.71262;-21.470716;;;;;24.72600048531909;20.203390062066315;12.860108475436745;7.689284752172988;11.481249496461611;10.282566800172027;14.463089227409197;19.819528753227207;14.345774639244826
18.104166666666668;;;;;-120.98531;-126.87777;-93.82726;-58.6045;-134.98491;-132.39445;-38.765118;-31.003405;-49.486725;;;;;22.759837433514328;19.599770406818546;15.396479142972915;11.360576569875317;13.19277984353563;14.900362411699925;15.927322436618152;14.128640415836196;15.80926690267452
18.06833333333333;;;;;-56.989258;-24.758373;-51.254772;-96.76635;-102.32083;-78.70846;-32.655533;-11.130772;-120.781906;;;;;26.727525137954693;21.013622486377734;14.83926548047443;16.126197939998132;15.71976940034427;17.444379324011503;19.637727719876352;20.272738344880793;19.63190846555678
7.639444444444445;;;;;131.10373;39.658176;7.6685753;-9.022851;2.1966953;6.0780845;2.0727577;-33.750557;-60.853336;;;;;18.66825273023697;14.208436930218609;8.493027493185219;5.87144590369357;5.028187645663197;6.3558687840451835;8.341537328334628;10.259207571737692;11.838363484874082
6.0569444444444445;;;;;-163.27759;-192.7342;-252.71965;-275.83762;-243.3741;-198.05804;-152.45241;-138.31099;-143.2168;;;;;23.78563326884529;22.384597383022104;22.29493552356678;22.22979239669143;21.422701276916502;18.52124725821671;15.129209166377468;14.041251368734912;16.58860331673526
18.10388888888889;;;;;;-28.61707;-46.530754;-62.809845;-55.271095;-24.172619;0.7473335;-9.802857;-13.316812;;;;;;20.930784027360275;14.861102583590492;12.256647176124472;12.64840740963067;14.712483474926998;15.906310068648857;14.934752425132464;16.056901008600633
