tempo_decorrido;70.0km;72.5km;75.0km;77.5km;80.0km;82.5km;85.0km;87.5km;90.0km;92.5km;95.0km;97.5km;100.0km;std_70.0km;std_72.5km;std_75.0km;std_77.5km;std_80.0km;std_82.5km;std_85.0km;std_87.5km;std_90.0km;std_92.5km;std_95.0km;std_97.5km;std_100.0km
14.659166666666666;;;;;-12.941726;-385.01318;-492.93585;-600.52374;-654.2323;-664.0331;-572.84143;-415.9759;-268.2969;;;;;0.7979322026337827;0.7502421942279706;0.7501405868235633;0.7500664370574116;0.7498839576894547;0.7498182246384786;0.7498787235280115;0.7498229791090695;0.7498795503279176
16.2425;;;;;-3.547886;-12.210241;-14.989989;-28.41335;-34.752422;-34.951195;-10.492612;9.144926;38.816685;;;;;0.7911095372955631;0.7388572933929799;0.7388012384938184;0.7386958101952386;0.7386023016481874;0.738404401395333;0.7382835092293475;0.7380594826977024;0.7378071902604365
16.27861111111111;;;;;-62.719566;-5.913185;30.32667;21.28815;13.660763;4.247675;9.236092;-4.5196686;-24.192322;;;;;0.9477670810911297;0.8047474137889479;0.8046656137800348;0.8046306854700485;0.8046126086508961;0.8043922301961898;0.8039375597644384;0.8037606982180704;0.803763628189283
16.314444444444444;;;;;30.57744;-18.283876;-67.55073;-121.48468;-126.95308;-62.997272;7.8410883;22.661833;1.7422602;;;;;0.9948581607445355;0.9948055588907814;0.9947552211473937;0.9945333076373059;0.994315794906226;0.9940412114193254;0.9939052268702484;0.9939096789950282;0.9939870975017734
4.051666666666667;;;;;;;;;;;;;;;;;;;;;;;;;;
4.0875;;;;;;;;;;;;;;;;;;;;;;;;;;
14.659444444444444;;;;;;;10.976151;44.461517;48.93371;2.207182;-49.611603;-63.044624;-75.30004;;;;;;;17.044504686261785;15.583383137175316;13.260961126554893;13.282831023543137;13.423096513100097;12.69886609111223;15.165755833455846
16.24277777777778;;;;;;25.949781;14.373909;-12.206216;-29.727232;-33.093967;-34.316475;-32.62918;-37.350338;;;;;;24.422954366742776;23.339797556962655;21.12887124292256;19.48732100623377;18.2900765443997;16.472999119771725;14.442452700286056;14.713501962483303
16.27861111111111;;;;;;-83.21282;-27.771976;4.9160852;28.319447;3.0622659;-60.345802;-87.01117;-106.75329;;;;;;25.96514663929322;24.80495515013079;23.922876081274175;22.203273407315418;21.762674008494454;18.42529402750469;15.501463156747494;15.855308890084734
16.314722222222223;;;;;;47.52606;23.444021;-30.935978;-65.25838;-71.18701;-30.534105;-2.5798645;6.0776896;;;;;;32.54121847749405;31.32734667985784;30.573108608710367;26.806357454902372;23.692720401000813;23.457561680618042;22.423205390844547;21.915991193646708
4.086944444444445;;;;;;;;;;;;;;;;;;;;;;;;;;
14.659722222222223;;;;;;-0.9199219;0.5653362;-12.237507;-24.382898;-37.93876;-46.944176;-53.372276;-64.085526;;;;;;23.773941616820714;22.02645523001829;21.28059961561234;18.008907240585142;17.733630761916746;16.94973244626593;14.688525793965846;15.903078318363399
16.24222222222222;;;;;;-8.882933;3.1226983;-7.259577;-15.585085;-19.113766;-26.177923;-32.635204;-25.996622;;;;;;23.902670352912455;22.847762691344638;20.71688079803521;19.11704736615987;18.643584687500418;18.3157118343787;16.855841717339423;15.174492742757499
16.278055555555554;;;;;;-112.67425;-50.36566;-11.4914;6.897151;-5.3160233;-45.692734;-50.810837;-15.854278;;;;;;25.330743178991018;24.2654095370344;23.164613098430976;21.565661594303105;20.75818802304286;19.537692801351955;14.88219271478501;14.642138846493705
16.31416666666667;;;;;;20.797235;-2.1847796;-55.845047;-74.19835;-66.67629;-45.608555;-22.538471;-5.7119336;;;;;;31.351235382357743;30.61202051482391;29.569485961037604;27.13193690100285;25.753801661114032;25.79462928595796;25.34877314585461;21.60011018490415
